wNomeFonte;wSufixo;wSistema
sys0010rp;p;HCM_espec-update_portal_syspro_esp
sys0011;w;HCM_espec-update_portal_syspro_esp
sys0011a;w;HCM_espec-update_portal_syspro_esp
sys0012;w;HCM_espec-update_portal_syspro_esp
sys0012rp;p;HCM_espec-update_portal_syspro_esp
sys0013;w;HCM_espec-update_portal_syspro_esp
sys0013rp;p;HCM_espec-update_portal_syspro_esp
sys0013rp_old;p;HCM_espec-update_portal_syspro_esp
sys0014r1;i;HCM_espec-update_portal_syspro_esp
sys0014rp;p;HCM_espec-update_portal_syspro_esp
sys0015;w;HCM_espec-update_portal_syspro_esp
exemplo;p;HCM_espec-update_portal_syspro_esp_api_v1
exemplo-bo;p;HCM_espec-update_portal_syspro_esp_api_v1_services
bs1600rpupc;p;HCM_espec-update_portal_syspro_etupc
Cria_Ped_Exec_Et2734;p;HCM_espec-update_portal_syspro_etupc
Cria_Ped_Exec_SP0014;p;HCM_espec-update_portal_syspro_etupc
i-freeac;i;HCM_espec-update_portal_syspro_etupc
trd_orcto_cenario;p;HCM_espec-update_portal_syspro_etupc
trd_orcto_cenario_ben;p;HCM_espec-update_portal_syspro_etupc
trd_orcto_cenario_plan;p;HCM_espec-update_portal_syspro_etupc
trd_sit_afast_func;p;HCM_espec-update_portal_syspro_etupc
trg-sit_afast_func-w-vf___;p;HCM_espec-update_portal_syspro_etupc
trw_func_ccusto;p;HCM_espec-update_portal_syspro_etupc
trw_sit_afast_func;p;HCM_espec-update_portal_syspro_etupc
upc-envia-email;i;HCM_espec-update_portal_syspro_etupc
upc-fp0060;p;HCM_espec-update_portal_syspro_etupc
upc-fp0660;p;HCM_espec-update_portal_syspro_etupc
upc-fp0740;p;HCM_espec-update_portal_syspro_etupc
upc-fp0770;p;HCM_espec-update_portal_syspro_etupc
upc-fp1000b;p;HCM_espec-update_portal_syspro_etupc
upc-fp1090-zoom;p;HCM_espec-update_portal_syspro_etupc
upc-fp1090;p;HCM_espec-update_portal_syspro_etupc
upc-fp1090r1;i;HCM_espec-update_portal_syspro_etupc
upc-fp1400a;p;HCM_espec-update_portal_syspro_etupc
upc-fp1400a_05072024;p;HCM_espec-update_portal_syspro_etupc
upc-fp1400a_21052024;p;HCM_espec-update_portal_syspro_etupc
upc-fp1440;p;HCM_espec-update_portal_syspro_etupc
upc-fp1500;p;HCM_espec-update_portal_syspro_etupc
upc-fp1600a;p;HCM_espec-update_portal_syspro_etupc
upc-lista-eventos;p;HCM_espec-update_portal_syspro_etupc
upc-mt0012-zoom;p;HCM_espec-update_portal_syspro_etupc
upc-mt0012;p;HCM_espec-update_portal_syspro_etupc
upc-mt0021-zoom;p;HCM_espec-update_portal_syspro_etupc
upc-mt0021;p;HCM_espec-update_portal_syspro_etupc
upc-mt0030a;p;HCM_espec-update_portal_syspro_etupc
upc-mt0035;p;HCM_espec-update_portal_syspro_etupc
upc-mt0056a;p;HCM_espec-update_portal_syspro_etupc
upc-pe1700;p;HCM_espec-update_portal_syspro_etupc
trd_funcionario;p;HCM_espec-update_portal_syspro_etupc_old
trg-funcionario-w-vf;p;HCM_espec-update_portal_syspro_etupc_old
trw_funcionario;p;HCM_espec-update_portal_syspro_etupc_old
upc-mt0728;p;HCM_espec-update_portal_syspro_etupc_old
upc-mt0728e-mail-cat;p;HCM_espec-update_portal_syspro_etupc_old
upc-mt0728e-mail;p;HCM_espec-update_portal_syspro_etupc_old
upc-mt0728e;p;HCM_espec-update_portal_syspro_etupc_old
upc-mt0728g;p;HCM_espec-update_portal_syspro_etupc_old
Parametros;i;HCM_espec-update_portal_syspro_modelos
Parametros_old;i;HCM_espec-update_portal_syspro_modelos
esqryfp1400;w;HCM_espec-update_portal_syspro_object
b01sys0006;w;HCM_espec-update_portal_syspro_object_brw
b01sys0008;w;HCM_espec-update_portal_syspro_object_brw
b01sys0011;w;HCM_espec-update_portal_syspro_object_brw
g01sys0008;w;HCM_espec-update_portal_syspro_object_go
q01sys0006a;w;HCM_espec-update_portal_syspro_object_qry
q01sys0008;w;HCM_espec-update_portal_syspro_object_qry
q01sys0011;w;HCM_espec-update_portal_syspro_object_qry
q01sys0011a;w;HCM_espec-update_portal_syspro_object_qry
esbrwfp1400;w;HCM_espec-update_portal_syspro_object_sopesp_brw
esqryfp1400;w;HCM_espec-update_portal_syspro_object_sopesp_qry
esvwrfp1400;w;HCM_espec-update_portal_syspro_object_sopesp_vwr
esvwrfp1400a;w;HCM_espec-update_portal_syspro_object_sopesp_vwr
v01sys0006a;w;HCM_espec-update_portal_syspro_object_vwr
v01sys0008;w;HCM_espec-update_portal_syspro_object_vwr
v01sys0011;w;HCM_espec-update_portal_syspro_object_vwr
v01sys0011a;w;HCM_espec-update_portal_syspro_object_vwr
z01sys0008;w;HCM_espec-update_portal_syspro_object_zoom
fpp;zip;HCM_espec-update_portal_syspro_prghur
esbs1600;i;HCM_espec-update_portal_syspro_prghur_esp
esbs1600;i1;HCM_espec-update_portal_syspro_prghur_esp
esbs1600;w;HCM_espec-update_portal_syspro_prghur_esp
esbs1600r1;p;HCM_espec-update_portal_syspro_prghur_esp
esbs1600rp;p;HCM_espec-update_portal_syspro_prghur_esp
esbs1600tt;i;HCM_espec-update_portal_syspro_prghur_esp
esbs1680;w;HCM_espec-update_portal_syspro_prghur_esp
esbs1680r1;p;HCM_espec-update_portal_syspro_prghur_esp
esbs1680r2;p;HCM_espec-update_portal_syspro_prghur_esp
esbs1680rp;p;HCM_espec-update_portal_syspro_prghur_esp
esbs1680tt;i;HCM_espec-update_portal_syspro_prghur_esp
esfp1400;w;HCM_espec-update_portal_syspro_prghur_esp
esfp1400a;w;HCM_espec-update_portal_syspro_prghur_esp
fp4510tt;i;HCM_espec-update_portal_syspro_prghur_fpp
fpefd506;i;HCM_espec-update_portal_syspro_prghur_fpp
fpefd507;i;HCM_espec-update_portal_syspro_prghur_fpp
fpefd509tt;i;HCM_espec-update_portal_syspro_prghur_fpp
fpefd531;i;HCM_espec-update_portal_syspro_prghur_fpp
pe2000tt;i;HCM_espec-update_portal_syspro_prghur_pep
pe2000tt;i1;HCM_espec-update_portal_syspro_prghur_pep
pe2200tt;i;HCM_espec-update_portal_syspro_prghur_pep
pe3720tt;i;HCM_espec-update_portal_syspro_prghur_pep
rs0585tt;i;HCM_espec-update_portal_syspro_prghur_rsp
rs0585rp;p;HCM_espec-update_portal_syspro_prghur_rsp_rs0585_portal
Cria_Ped_Exec_Sys0002;p;HCM_espec-update_portal_syspro_upc
Cria_Ped_Exec_Sys0003;p;HCM_espec-update_portal_syspro_upc
Cria_Ped_Exec_Sys0004;p;HCM_espec-update_portal_syspro_upc
Cria_Ped_Exec_Sys0005;p;HCM_espec-update_portal_syspro_upc
Cria_Ped_Exec_Sys0010;p;HCM_espec-update_portal_syspro_upc
Cria_Ped_Exec_Sys0014;p;HCM_espec-update_portal_syspro_upc
sys-envia-email;i;HCM_espec-update_portal_syspro_upc
sys-envia-email_1;i;HCM_espec-update_portal_syspro_upc
runbproxygen;bat;HCM_espec-update_portal_syspro_ws
wsSysproRH;xpxg;HCM_espec-update_portal_syspro_ws
wsSysproServices;log;HCM_espec-update_portal_syspro_ws
wsSysproServices;wsdl;HCM_espec-update_portal_syspro_ws
wsSysproServices;wsm;HCM_espec-update_portal_syspro_ws
wsSysproServices;zip;HCM_espec-update_portal_syspro_ws
wsSysproServices_1;wsm;HCM_espec-update_portal_syspro_ws
wsSysproServices_11072025_1;zip;HCM_espec-update_portal_syspro_ws
wsSysproServices_11072025_2;zip;HCM_espec-update_portal_syspro_ws
AdmissaoDigital;i;HCM_espec-update_portal_syspro_ws_esp
AdmissaoDigital;p;HCM_espec-update_portal_syspro_ws_esp
AtualizaPontoPortal;i;HCM_espec-update_portal_syspro_ws_esp
GeraXMLMovimentacao;p;HCM_espec-update_portal_syspro_ws_esp
ListaCentroCustoEMS5TT;p;HCM_espec-update_portal_syspro_ws_esp
Movimentacao;p;HCM_espec-update_portal_syspro_ws_esp
ProgramacaoFerias;p;HCM_espec-update_portal_syspro_ws_esp
RelatHolerite;p;HCM_espec-update_portal_syspro_ws_esp
RelatHoleriteTT;p;HCM_espec-update_portal_syspro_ws_esp
RelatInformeRendimento;p;HCM_espec-update_portal_syspro_ws_esp
RelatReciboFerias;p;HCM_espec-update_portal_syspro_ws_esp
TrocaDataProcesso;p;HCM_espec-update_portal_syspro_ws_esp
TrocaJornada - Novo prod;zip;HCM_espec-update_portal_syspro_ws_esp
TrocaJornada;p;HCM_espec-update_portal_syspro_ws_esp
TrocaJornadaTT - BKP;p;HCM_espec-update_portal_syspro_ws_esp
TrocaJornadaTT;p;HCM_espec-update_portal_syspro_ws_esp
ValidaFerias;p;HCM_espec-update_portal_syspro_ws_esp
wsAdmissaoDigital;p;HCM_espec-update_portal_syspro_ws_esp
wsListaCentroCustoEMS5TT;p;HCM_espec-update_portal_syspro_ws_esp
wsMovimentacao;p;HCM_espec-update_portal_syspro_ws_esp
wsProgramacaoFerias;p;HCM_espec-update_portal_syspro_ws_esp
wsRelatHolerite;p;HCM_espec-update_portal_syspro_ws_esp
wsRelatHoleriteTT;p;HCM_espec-update_portal_syspro_ws_esp
wsRelatInformeRendimento;p;HCM_espec-update_portal_syspro_ws_esp
wsRelatReciboFerias;p;HCM_espec-update_portal_syspro_ws_esp
wsTestaServico;p;HCM_espec-update_portal_syspro_ws_esp
wsTrocaDataProcesso;p;HCM_espec-update_portal_syspro_ws_esp
wsTrocaJornada;p;HCM_espec-update_portal_syspro_ws_esp
wsTrocaJornadaTT - bkp;zip;HCM_espec-update_portal_syspro_ws_esp
wsTrocaJornadaTT;p;HCM_espec-update_portal_syspro_ws_esp
wsValidaFerias;p;HCM_espec-update_portal_syspro_ws_esp
runbproxygen;bat;HCM_espec-update_portal_syspro_ws_teste
wsSysproRH;xpxg;HCM_espec-update_portal_syspro_ws_teste
wsSysproServices;log;HCM_espec-update_portal_syspro_ws_teste
wsSysproServices;wsdl;HCM_espec-update_portal_syspro_ws_teste
wsSysproServices;wsm;HCM_espec-update_portal_syspro_ws_teste
esca0099;w;HCM_espec-update_prghur_esp
esca0099rp;p;HCM_espec-update_prghur_esp
esca0099tt;i;HCM_espec-update_prghur_esp
fp4510;i;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510;i2;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510;i3;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510;i4;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510;i5;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510;w;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510a;i;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510a;w;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510b;i;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510c;i;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510d;i;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510e;i;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510r1;i;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510r1a;p;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510rpa;p;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fp4510tt;i;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
fpapi805;i;HCM_espec-update_prghur_fpp_retirado_para_abrir_chamado
q01soc0001;w;HCM_espec-update_soc_object_qry
v01soc0001;w;HCM_espec-update_soc_object_vwr
es0002;w;HCM_espec-update_spp
es0002rp;p;HCM_espec-update_spp
importa-catraca;p;HCM_espec-update_spp
importa-edm - C¢pia;p;HCM_espec-update_spp
importa-edm;p;HCM_espec-update_spp
importa-unimed;p;HCM_espec-update_spp
simula-plano;p;HCM_espec-update_spp
sp0001;w;HCM_espec-update_spp
sp0001rp;p;HCM_espec-update_spp
sp0002;w;HCM_espec-update_spp
sp0002rp;p;HCM_espec-update_spp
sp0003;w;HCM_espec-update_spp
sp0003rp;p;HCM_espec-update_spp
sp0004;w;HCM_espec-update_spp
sp0004rp;p;HCM_espec-update_spp
sp0005;w;HCM_espec-update_spp
sp0005rp;p;HCM_espec-update_spp
sp0006;w;HCM_espec-update_spp
sp0007;w;HCM_espec-update_spp
sp0008;w;HCM_espec-update_spp
sp0009;w;HCM_espec-update_spp
sp0009rp;p;HCM_espec-update_spp
sp0009rp_1911;p;HCM_espec-update_spp
sp0010;w;HCM_espec-update_spp
sp0010rp;p;HCM_espec-update_spp
sp0011;w;HCM_espec-update_spp
sp0011a;w;HCM_espec-update_spp
sp0012;w;HCM_espec-update_spp
sp0013;w;HCM_espec-update_spp
sp0013rp;p;HCM_espec-update_spp
sp0014;w;HCM_espec-update_spp
sp0014rp;p;HCM_espec-update_spp
sp0015;w;HCM_espec-update_spp
sp0015a;w;HCM_espec-update_spp
sp0015arp;p;HCM_espec-update_spp
sp0015rp;p;HCM_espec-update_spp
sp0016;w;HCM_espec-update_spp
sp0017;w;HCM_espec-update_spp
sp0017rp;p;HCM_espec-update_spp
sp0018;w;HCM_espec-update_spp
sp0018rp-20160408;p;HCM_espec-update_spp
sp0018rp;p;HCM_espec-update_spp
sp0019;w;HCM_espec-update_spp
sp0019rp;p;HCM_espec-update_spp
sp0020;w;HCM_espec-update_spp
sp0020rp;p;HCM_espec-update_spp
sp0021;w;HCM_espec-update_spp
sp0021rp;p;HCM_espec-update_spp
sp0022;w;HCM_espec-update_spp
sp0022rp;p;HCM_espec-update_spp
sp0023;w;HCM_espec-update_spp
sp0023rp;p;HCM_espec-update_spp
sp0024;w;HCM_espec-update_spp
sp0024rp - 31-07-17;p;HCM_espec-update_spp
sp0024rp-19072016;p;HCM_espec-update_spp
sp0024rp-27072016;p;HCM_espec-update_spp
sp0024rp;p;HCM_espec-update_spp
sp0025;w;HCM_espec-update_spp
sp0025rp;p;HCM_espec-update_spp
sp0026;w;HCM_espec-update_spp
sp0026rp;p;HCM_espec-update_spp
sp0027;w;HCM_espec-update_spp
sp0027rp;p;HCM_espec-update_spp
sp0028;w;HCM_espec-update_spp
sp0028rp;p;HCM_espec-update_spp
sp0029;w;HCM_espec-update_spp
sp0029rp;p;HCM_espec-update_spp
sp0030;w;HCM_espec-update_spp
sp0030rp;p;HCM_espec-update_spp
sp0031;w;HCM_espec-update_spp
sp0031rp;p;HCM_espec-update_spp
sp0032;w;HCM_espec-update_spp
sp0032rp;p;HCM_espec-update_spp
sp0033;w;HCM_espec-update_spp
sp0033rp;p;HCM_espec-update_spp
sp0034;w;HCM_espec-update_spp
sp0034rp;p;HCM_espec-update_spp
sp0035;w;HCM_espec-update_spp
sp0035rp;p;HCM_espec-update_spp
sp0035rpX;p;HCM_espec-update_spp
sp0035X;w;HCM_espec-update_spp
sp0036;w;HCM_espec-update_spp
sp0036rp;p;HCM_espec-update_spp
sp0037;w;HCM_espec-update_spp
sp0037rp;p;HCM_espec-update_spp
sp0038;w;HCM_espec-update_spp
sp0038rp;p;HCM_espec-update_spp
sp0039;w;HCM_espec-update_spp
sp0039rp;p;HCM_espec-update_spp
sp0040;w;HCM_espec-update_spp
sp0041;w;HCM_espec-update_spp
sp0041rp;p;HCM_espec-update_spp
sp0041tt;i;HCM_espec-update_spp
sp0042;w;HCM_espec-update_spp
sp0043;w;HCM_espec-update_spp
sp0044;i;HCM_espec-update_spp
sp0044;w;HCM_espec-update_spp
sp0044rp;p;HCM_espec-update_spp
sp0045;w;HCM_espec-update_spp
sp0045rp;p;HCM_espec-update_spp
sp0046;w;HCM_espec-update_spp
sp0046rp;p;HCM_espec-update_spp
sp0047;w;HCM_espec-update_spp
sp0048;w;HCM_espec-update_spp
sp0048rp;p;HCM_espec-update_spp
sp0049;w;HCM_espec-update_spp
sp0049rp;p;HCM_espec-update_spp
sp0050;w;HCM_espec-update_spp
sp0050rp;p;HCM_espec-update_spp
sp0051;w;HCM_espec-update_spp
sp0051rp;p;HCM_espec-update_spp
sp0052;w;HCM_espec-update_spp
sp0052rp;p;HCM_espec-update_spp
b01sp0006;w;HCM_espec-update_spp_spbrw
b01sp0007;w;HCM_espec-update_spp_spbrw
q01sp0006;w;HCM_espec-update_spp_spqry
v01sp0006-25052009;w;HCM_espec-update_spp_spvwr
v01sp0006;w;HCM_espec-update_spp_spvwr
v01sp0008-26052009;w;HCM_espec-update_spp_spvwr
v01sp0008;w;HCM_espec-update_spp_spvwr
v02sp0007;w;HCM_espec-update_spp_spvwr
v02sp0008;w;HCM_espec-update_spp_spvwr
esfp1593;w;HCM_espec-update_syspro_esp
esfp1593rp;p;HCM_espec-update_syspro_esp
esfp1593tt;i;HCM_espec-update_syspro_esp
sys1003;w;HCM_espec-update_syspro_esp
sys1003a;w;HCM_espec-update_syspro_esp
sys1003b;w;HCM_espec-update_syspro_esp
sys1003c;w;HCM_espec-update_syspro_esp
sys1003d;w;HCM_espec-update_syspro_esp
sys1004 - Copy;w;HCM_espec-update_syspro_esp
sys1004;w;HCM_espec-update_syspro_esp
sys1004a;w;HCM_espec-update_syspro_esp
sys1004b;w;HCM_espec-update_syspro_esp
sys1005;w;HCM_espec-update_syspro_esp
sys1005rp;p;HCM_espec-update_syspro_esp
sys1005tt;i;HCM_espec-update_syspro_esp
message;p;HCM_espec-update_syspro_msg
message1;p;HCM_espec-update_syspro_msg
message2;p;HCM_espec-update_syspro_msg
message3;p;HCM_espec-update_syspro_msg
message4;p;HCM_espec-update_syspro_msg
message5;p;HCM_espec-update_syspro_msg
b01sys1003;w;HCM_espec-update_syspro_object_brw
b01sys1004;w;HCM_espec-update_syspro_object_brw
b02sys1003;w;HCM_espec-update_syspro_object_brw
b02sys1004;w;HCM_espec-update_syspro_object_brw
b03sys1003;w;HCM_espec-update_syspro_object_brw
b03sys1004;w;HCM_espec-update_syspro_object_brw
b04sys1003;w;HCM_espec-update_syspro_object_brw
b05sys1003;w;HCM_espec-update_syspro_object_brw
b06sys1003;w;HCM_espec-update_syspro_object_brw
g01sys1003;w;HCM_espec-update_syspro_object_go
g01sys1004;w;HCM_espec-update_syspro_object_go
message;p;HCM_espec-update_syspro_object_msg
message1;p;HCM_espec-update_syspro_object_msg
message2;p;HCM_espec-update_syspro_object_msg
message3;p;HCM_espec-update_syspro_object_msg
message4;p;HCM_espec-update_syspro_object_msg
message5;p;HCM_espec-update_syspro_object_msg
q01sys1003;w;HCM_espec-update_syspro_object_qry
q01sys1003a;w;HCM_espec-update_syspro_object_qry
q01sys1003b;w;HCM_espec-update_syspro_object_qry
q01sys1003c;w;HCM_espec-update_syspro_object_qry
q01sys1004;w;HCM_espec-update_syspro_object_qry
q01sys1004b;w;HCM_espec-update_syspro_object_qry
v01sys1003;w;HCM_espec-update_syspro_object_vwr
v01sys1003a;w;HCM_espec-update_syspro_object_vwr
v01sys1003b;w;HCM_espec-update_syspro_object_vwr
v01sys1003c;w;HCM_espec-update_syspro_object_vwr
v01sys1004;w;HCM_espec-update_syspro_object_vwr
v01sys1004a;w;HCM_espec-update_syspro_object_vwr
v01sys1004b;w;HCM_espec-update_syspro_object_vwr
z01sys1003;w;HCM_espec-update_syspro_object_zoom
upc-fp1500;p;HCM_espec-update_syspro_upc
